tipo,usina,tipo_de_leilao,leilao,pot_MW,garantia_fisica_MW_medio,lotes_vendidos,preco_por_MW,localizacao,fonte,mod,invest_previsto,empresa_consorcio,invest_por_MW
UTE,UTE MC2 Messias,A-5,Leilão 3/2008,176.0,101.4,97,146.0,Messias/A.L,Óleo Combustível,PIE,260000000.0,"Consórcio MC2 EB MA AL SE - Ellobras Infraestrutura e Participações Ltda. (0,01%) e
Águas Guariroba Ambiental Ltda. (99,99%)",1477272.7272727273
UTE,UTE MC2 Nossa Senhora do Socorro,A-5,Leilão 3/2008,176.0,100.5,97,146.0,Nossa Senhora do Socorro/SE,Óleo Combustível,PIE,327130000.0,"Consórcio MC2 EB MA AL SE - Ellobras Infraestrutura e Participações Ltda. (0,01%) e
Águas Guariroba Ambiental Ltda. (99,99%)",1858693.1818181819
UTE,UTE MC2 Nova Venecia 2,A-5,Leilão 3/2008,176.0,101.6,98,146.0,Nova Venécia/ES,Óleo Combustível,PIE,327130000.0,"Consórcio MC2 GP ES RN - Genpower Energy Participações Ltda. (0,01%) e
Águas Guariroba Ambiental Ltda. (99,99%)",1858693.1818181819
UTE,UTE MC2 Pecem 2,A-5,Leilão 3/2008,350.0,208.4,201,146.0,Caucaia/CE,Óleo Combustível,PIE,560413000.0,"Consórcio MC2 GP CE - Genpower Energy Participações Ltda. (0,01%) e
Águas Guariroba Ambiental Ltda. (99,99%)",1601180.0
UTE,UTE MC2 Rio Largo,A-5,Leilão 3/2008,176.0,101.4,97,146.0,MessiaS.A.L,Óleo Combustível,PIE,260000000.0,"Consórcio MC2 EB MA AL SE - Ellobras Infraestrutura e Participações Ltda. (0,01%) e
Águas Guariroba Ambiental Ltda. (99,99%)",1477272.7272727273
UTE,UTE MC2 Santo Antonio de Jesus,A-5,Leilão 3/2008,176.0,103.3,99,145.99,Simões Filho/BA,Óleo Combustível,PIE,327130000.0,"Consórcio MC2 EB BA PE - Ellobras Infraestrutura e Participações Ltda. (0,01%) e
Águas Guariroba Ambiental Ltda. (99,99%)",1858693.1818181819
UTE,UTE MC2 Sapeaçu,A-5,Leilão 3/2008,176.0,103.3,99,146.0,Sapeaçu/BA,Óleo Combustível,PIE,327130000.0,"Consórcio MC2 EB BA PE - Ellobras Infraestrutura e Participações Ltda. (0,01%) e
Águas Guariroba Ambiental Ltda. (99,99%)",1858693.1818181819
UTE,UTE MC2 Suape II B,A-5,Leilão 3/2008,350.0,208.4,201,146.0,Suape/PE,Óleo Combustível,PIE,560414000.0,"Consórcio MC2 EB BA PE - Ellobras Infraestrutura e Participações Ltda. (0,01%) e
Águas Guariroba Ambiental Ltda. (99,99%)",1601182.857142857
UTE,UTE Paraúna ,A-5,Leilão 3/2008,114.0,44.7,35,0.0,Paraúna/GO,Bagaço de Cana-de-Açúcar ,PIE,344422000.0,Cosan Centroeste S.A. Açúcar e Álcool,3021245.6140350876
UTE,UTE Pernambuco III,A-5,Leilão 3/2008,200.79,109.2,104,144.7,Igarassu/PE,"Óleo Combustível Especial B1
Alternativo:  Óleo Diesel",PIE,329383000.0,Consórcio PE III - Multiner S.A. (99%) e A&G Energia Empreendimentos Ltda ME (1%) ,1640435.2806414664
UTE,UTE Porto do Pecém II,A-5,Leilão 3/2008,360.0,294.7,276,140.0,São Gonçalo do Amarante/CE,Carvão Mineral Importado,PIE,878689000.0,MPX Energia S.A.,2440802.777777778
UTE,UTE Termopower V,A-5,Leilão 3/2008,200.79,109.2,104,145.9,Cabo de Santo  Agostinho/PE,"Óleo Combustível Especial B1
Alternativo:  Óleo Diesel",PIE,329383000.0,Consórcio TP V - Multiner S.A. (99%) e A&G Energia Empreendimentos Ltda ME (1%) ,1640435.2806414664
UTE,UTE Termopower VI,A-5,Leilão 3/2008,200.79,109.2,104,144.8,Cabo de Santo  Agostinho/PE,"Óleo Combustível Especial B1
Alternativo:  Óleo Diesel",PIE,329383000.0,Consórcio TP VI - Multiner S.A. (99%) e A&G Energia Empreendimentos Ltda ME (1%) ,1640435.2806414664
UHE,UHE Baixo Iguaçu,A-5,Leilão 3/2008,350.0,172.8,121,98.98,"Capanema (PR) 
Capitão Leônidas Marques (PR)",Água,PIE,1090914120.0,Neoenergia S.A.,3116897.4857142856
UTE,UTE Codora,A-3,Leilão 2/2009,48.0,16.2,10,144.6,Goianésia / GO,Bagaço de Cana-de-Açúcar,PIE,126477000.0,Codora Energia Ltda,2634937.5
PCH,PCH Rio Bonito,A-3,Leilão 2/2009,22.5,9.4,1,144.0,Município de Porto União / SC,Água,PIE,32412070.0,Castelo Energética S.A. - CESA,1440536.4444444445
EOL ,EOL Alvorada,Reserva,Leilão 3/2009,7.5,3.97,3,144.94,Caetité / BA,Vento,PIE,30147050.0,Castelo Energética S.A. - CESA,4019606.6666666665
EOL ,EOL Araras,Reserva,Leilão 3/2009,30.0,12.6,12,150.38,Acaraú /CE,Vento,PIE,164608860.0,"Consórcio Araras:
Energimp S.A. (90%) e
Central Eólica Araras (10%)",5486962.0
EOL ,EOL Aratuá 1,Reserva,Leilão 3/2009,14.4,6.92,6,151.77,Guamaré /RN,Vento,PIE,68196000.0,Aratua Central Geradora Eólica S.A.,4735833.333333333
EOL ,EOL Areia Branca,Reserva,Leilão 3/2009,27.3,11.75,11,152.63,Areia Branca /RN,Vento,PIE,143400000.0,"Consórcio Areia Branca:
Eólica Bela Vista Ltda. (0,5%)
Martifer Renováveis Geração de Eneregia e Participações S.A. (50,5%)
CHESF - Companhia Hidro Elétrica do São Francisco (49%)",5252747.252747253
EOL ,EOL Barra dos Coqueiros,Reserva,Leilão 3/2009,30.0,10.5,10,152.5,Barra dos Coqueiros/SE,Vento,PIE,162397500.0,Energen Energias Renováveis S.A.,5413250.0
EOL ,EOL Buriti,Reserva,Leilão 3/2009,30.0,11.09,11,150.38,Acaraú /CE,Vento,PIE,163888360.0,"Consórcio Buriti:
Energimp S.A. (90%)
Central Eólica Buriti S.A. (10%)",5462945.333333333
EOL ,EOL Cabeço Preto,Reserva,Leilão 3/2009,19.8,6.56,6,151.97,João Câmara/RN,Vento,PIE,100918220.0,"Consórcio Gestamp Eólica:
Corporacion Gestamp SL (5%)
Gestamp Eólica Brasil S.A. (95%)",5096879.797979798
EOL ,EOL Cajucoco,Reserva,Leilão 3/2009,30.0,12.09,12,150.38,Itarema /CE,Vento,PIE,165546560.0,"Consórcio Cajucoco:
Energimp S.A. (90%)
Central Eólica Cajucoco (10%)",5518218.666666667
EOL ,EOL Candiba,Reserva,Leilão 3/2009,9.0,4.28,4,144.94,Guanambi/BA,Vento,PIE,35175050.0,Renova Energia S.A.,3908338.888888889
EOL ,EOL Colônia,Reserva,Leilão 3/2009,18.9,8.26,8,149.9,São Gonçalo do Amarante /CE,Vento,PIE,103268050.0,"Consórcio Energio Colonia:
Energio Nordeste Energias Renováveis S.A. (99%)
Central Eólica Colônia Ltda. (1%)",5463917.98941799
EOL ,EOL Coqueiros,Reserva,Leilão 3/2009,27.0,11.6,11,150.38,Acaraú /CE,Vento,PIE,147541030.0,"Consórcio Coqueiro:
Energimp S.A. (90%)
Central Eólica Coqueiro S.A. (10%)",5464482.592592592
EOL ,EOL Coxilha Negra V,Reserva,Leilão 3/2009,30.0,11.33,11,131.0,Santana do Livramento /RS,Vento,PIE,247264520.0,"Consórcio Coxilha Negra V:
Eletrosul Centrais Elétricas S.A. (90%)
Wobben Windpower Indústria e Comércio Ltda. (10%)",8242150.666666667
EOL ,EOL Coxilha Negra  VI,Reserva,Leilão 3/2009,30.0,11.33,11,131.0,Santana do Livramento /RS,Vento,PIE,243659640.0,"Consórcio Coxilha Negra VI:
Eletrosul Centrais Elétricas S.A. (90%)
Wobben Windpower Indústria e Comércio Ltda. (10%)",8121988.0
EOL ,EOL Coxilha Negra  VII,Reserva,Leilão 3/2009,30.0,11.33,11,131.0,Santana do Livramento /RS,Vento,PIE,244741100.0,"Consórcio Coxilha Negra VII:
Eletrosul Centrais Elétricas S.A. (90%)
Wobben Windpower Indústria e Comércio Ltda. (10%)",8158036.666666667
EOL ,EOL Dunas de Paracuru,Reserva,Leilão 3/2009,42.0,19.79,19,149.96,Paracuru/CE,Vento,PIE,189543000.0,"Consórcio Dunas de Paracuru:
Ventos Brasil Comércio E Representações Ltda. (60%)
Inversiones Tenería Empreendimentos do Brasil Ltda. (40%)",4512928.571428572
EOL ,EOL Embuaca,Reserva,Leilão 3/2009,25.2,11.14,11,151.07,Trairí /CE,Vento,PIE,121561000.0,"Consórcio Embuaca:
Eólica Embuaca Ltda. (0,5%)
Martifer Renováveis Geração de Eneregia e Participações S.A.  (99,5%)",4823849.206349206
EOL ,EOL Eurus VI,Reserva,Leilão 3/2009,7.2,3.16,3,150.0,Parazinho /RN,Vento,PIE,39751000.0,Eurus VI Energias Renováveis Ltda.,5520972.222222222
EOL ,EOL Faisa I,Reserva,Leilão 3/2009,25.2,9.37,9,152.66,Trairí /CE,Vento,PIE,137995000.0,"Consórcio Faisa I:
Eólica Faisa Ltda. (0,5%)
Martifer Renováveis Geração de Energia e Participações S.A.  (99,5%)",5475992.063492063
EOL ,EOL Faisa II,Reserva,Leilão 3/2009,25.2,9.54,9,152.65,Trairí /CE,Vento,PIE,137995000.0,"Consórcio Faisa II:
Eólica Faisa Ltda. (0,5%)
Martifer Renováveis Geração de Energia e Participações S.A.  (99,5%)",5475992.063492063
EOL ,EOL Faisa III,Reserva,Leilão 3/2009,25.2,8.31,8,152.69,Trairí /CE,Vento,PIE,137995000.0,"Consórcio Faisa III:
Eólica Faisa Ltda. (0,5%)
Martifer Renováveis Geração de Energia e Participações S.A.  (99,5%)",5475992.063492063
EOL ,EOL Faisa IV,Reserva,Leilão 3/2009,25.2,8.55,8,152.67,Trairí /CE,Vento,PIE,137995000.0,"Consórcio Faisa IV:
Eólica Faisa Ltda. (0,5%)
Martifer Renováveis Geração de Energia e Participações S.A.  (99,5%)",5475992.063492063
EOL ,EOL Faisa V,Reserva,Leilão 3/2009,27.3,9.09,9,152.68,Trairí /CE,Vento,PIE,147488000.0,"Consórcio Faisa V:
Eólica Faisa Ltda. (0,5%)
Martifer Renováveis Geração de Energia e Participações S.A.  (99,5%)",5402490.842490843
EOL ,EOL Fazenda Rosário,Reserva,Leilão 3/2009,8.0,3.29,3,146.0,Palmares do Sul/RS,Vento,PIE,45285210.0,"Consórcio Elecnor Enerfin:
Enerfin do Brasil Sociedade de Energia Ltda. (64%)
Elecnor S.A. (36%)",5660651.25
EOL ,EOL Fazenda Rosário 3,Reserva,Leilão 3/2009,14.0,5.55,5,146.0,Palmares do Sul/RS,Vento,PIE,79249150.0,"Consórcio Elecnor Enerfin:
Enerfin do Brasil Sociedade de Energia Ltda. (64%)
Elecnor S.A. (36%)",5660653.571428572
EOL ,EOL Garças,Reserva,Leilão 3/2009,30.0,13.29,13,150.38,Acaraú/CE,Vento,PIE,164051350.0,"Consórcio Garças:
Energimp S.A. (90%)
Central Eólica Garças S.A. (10%)",5468378.333333333
EOL ,EOL Guanambi,Reserva,Leilão 3/2009,16.5,8.48,8,144.94,Guanambi /BA,Vento,PIE,66319050.0,Renova Energia S.A.,4019336.3636363638
EOL ,EOL Guirapa,Reserva,Leilão 3/2009,27.0,13.6,13,144.94,Guanambi /BA,Vento,PIE,108526050.0,Renova Energia S.A.,4019483.3333333335
EOL ,EOL Icaraí,Reserva,Leilão 3/2009,14.4,7.84,7,151.08,Amontada /CE,Vento,PIE,69151000.0,Martifer Renováveis Geração de Energia e Participações S.A. ,4802152.777777778
EOL ,EOL Icaraí I,Reserva,Leilão 3/2009,27.3,13.01,13,142.0,Amontada /CE,Vento,PIE,149166050.0,"Consórcio Energio Icarai I:
Energio Nordeste Energias Renováveis S.A. (99%)
Central Eólica Icaraí I Ltda. (1%)",5463957.875457875
EOL ,EOL Icaraí II,Reserva,Leilão 3/2009,37.8,18.03,18,142.0,Amontada /CE,Vento,PIE,206537050.0,Consórcio Energio Icarai II: Energio Nordeste Energias Renováveis S.A. (99%) e Central Eólica Icaraí II Ltda. (1%),5463943.121693122
EOL ,EOL Igapora,Reserva,Leilão 3/2009,30.0,13.75,13,146.94,Igaporã /BA,Vento,PIE,120585050.0,Renova Energia S.A.,4019501.6666666665
EOL ,EOL Ilheus,Reserva,Leilão 3/2009,10.5,5.04,5,146.94,Igaporã /BA,Vento,PIE,42203050.0,Renova Energia S.A.,4019338.095238095
EOL ,EOL Lagoa Seca,Reserva,Leilão 3/2009,19.5,8.11,8,152.18,Acaraú /CE,Vento,PIE,109296940.0,"Consórcio Lagoa Seca:
Energimp S.A. (90%)
Central Lagoa Seca S.A. (10%)",5604971.282051282
EOL ,EOL Licínio de Almeida,Reserva,Leilão 3/2009,22.5,10.94,10,144.94,Licínio de Almeida/BA,Vento,PIE,90436050.0,Renova Energia S.A.,4019380.0
EOL ,EOL Macaúbas,Reserva,Leilão 3/2009,30.0,13.4,13,139.99,Brotas de Macaúbas/BA,Vento,PIE,150785000.0,Desenvix S.A.,5026166.666666667
EOL ,EOL Mar e Terra,Reserva,Leilão 3/2009,23.1,8.38,8,152.64,Areia Branca /RN,Vento,PIE,125320000.0,"Consórcio Mar e Terra:
Eólica Mar e Terra Ltda. (0,5%)
Martifer Renováveis Geração de Energia e Participações S.A. (50,5%)
CHESF - Companhia Hidro Elétrica do São Francisco (49%)",5425108.225108225
EOL ,EOL Miassaba 3,Reserva,Leilão 3/2009,50.4,22.84,22,152.07,Guamaré /RN,Vento,PIE,249936000.0,"Consórcio Miassaba - Eletronorte - Centrais Elétricas do Norte do Brasil S.A. (24,5%); Furnas Centrais Elétricas S.A. (24,5%); Bioenergy Geradora de Energia Ltda. (10%); Miassaba Geradora Eólica S.A. (31%) e J. Malucelli Construtora de Obras S.A. (10%)",4959047.619047619
EOL ,EOL Morro dos Ventos I,Reserva,Leilão 3/2009,28.8,13.58,13,151.04,João Câmara /RN,Vento,PIE,136000000.0,"Consórcio Desa Wind I:
Dobreve Energia S.A. (95%)
Dobreve Empreendimentos e Participações Ltda. (4%)
WF Wind Holding I S.A. (1%)",4722222.222222222
EOL ,EOL Morro dos Ventos III,Reserva,Leilão 3/2009,28.8,13.91,13,151.01,João Câmara /RN,Vento,PIE,136000000.0,"Consórcio Desa Wind III:
Dobreve Energia S.A. (95%)
Dobreve Empreendimentos e Participações Ltda. (4%)
WF Wind Holding III S.A. (1%)",4722222.222222222
EOL ,EOL Morro dos Ventos IV,Reserva,Leilão 3/2009,28.8,13.74,13,151.02,João Câmara /RN,Vento,PIE,136000000.0,"Consórcio Desa Wind IV:
Dobreve Energia S.A. (95%)
Dobreve Empreendimentos e Participações Ltda. (4%)
WF Wind Holding IV S.A. (1%)",4722222.222222222
EOL ,EOL Morro dos Ventos VI,Reserva,Leilão 3/2009,28.8,13.1,13,151.03,João Câmara /RN,Vento,PIE,136000000.0,"Consórcio Desa Wind VI:
Dobreve Energia S.A. (95%)
Dobreve Empreendimentos e Participações Ltda. (4%)
WF Wind Holding VI S.A. (1%)",4722222.222222222
EOL ,EOL Morro dos Ventos IX,Reserva,Leilão 3/2009,28.8,14.31,14,151.05,João Câmara /RN,Vento,PIE,136000000.0,"Consórcio Desa Wind IX:
Dobreve Energia S.A. (95%)
Dobreve Empreendimentos e Participações Ltda. (4%)
WF Wind Holding IX S.A. (1%)",4722222.222222222
EOL ,EOL Nossa Senhora Conceição,Reserva,Leilão 3/2009,24.0,12.43,12,146.94,Igaporã /BA,Vento,PIE,96468050.0,Renova Energia S.A.,4019502.0833333335
EOL ,EOL Novo Horizonte,Reserva,Leilão 3/2009,30.0,10.97,10,139.99,Brotas de Macaúbas/BA,Vento,PIE,150785000.0,Desenvix S.A.,5026166.666666667
EOL ,EOL Osório 2,Reserva,Leilão 3/2009,24.0,9.2,9,149.99,Osório /RS,Vento,PIE,114752740.0,"Consórcio Elecnor Enerfin:
Enerfin do Brasil Sociedade de Energia Ltda. (64%)
Elecnor S.A. (36%)",4781364.166666667
EOL ,EOL Pajeu do Vento,Reserva,Leilão 3/2009,24.0,11.8,11,146.94,Caetité/BA,Vento,PIE,93437050.0,Renova Energia S.A.,3893210.4166666665
EOL ,EOL Pedra do Reino,Reserva,Leilão 3/2009,30.0,10.84,10,152.27,Sobradinho/BA,Vento,PIE,150643320.0,"Consórcio Pedra do Reino:
Gestamp Eólica Promociones SL (70%)
Eólica Energia Ltda. (30%)",5021444.0
EOL ,EOL Pindaí,Reserva,Leilão 3/2009,22.5,11.5,11,144.94,Guanambi/BA,Vento,PIE,90436050.0,Renova Energia S.A.,4019380.0
EOL ,EOL Planaltina,Reserva,Leilão 3/2009,25.5,12.27,12,146.94,Caetité /BA,Vento,PIE,99468050.0,Renova Energia S.A.,3900707.843137255
EOL ,EOL Porto Seguro,Reserva,Leilão 3/2009,6.0,2.73,2,146.94,Igaporã /BA,Vento,PIE,24117050.0,Renova Energia S.A.,4019508.3333333335
EOL ,EOL Quixabá,Reserva,Leilão 3/2009,25.2,9.02,9,153.05,Aracati/CE,Vento,PIE,116867000.0,"Consórcio Delta Eólica:
Energimp S.A. (90%)
Usina Geradora Delta/Eólica Ltda. (10%)",4637579.365079366
EOL ,EOL Rei dos Ventos 1,Reserva,Leilão 3/2009,48.6,21.86,21,152.77,Galinhos/RN,Vento,PIE,241589000.0,"Consórcio Eolo:
ELETRONORTE - Centrais Elétricas do Norte do Brasil S.A. (24,5%)
Furnas Centrais Elétricas S.A. (24,5%)
Bioenergy Geradora De Energia Ltda (10%)
Eolo Energy S.A. (31%)
J. Malucelli Construtora de Obras S.A. (10%)",4970967.0781893
EOL ,EOL Rei dos Ventos 3,Reserva,Leilão 3/2009,48.6,21.07,21,153.07,Galinhos/RN,Vento,PIE,241589000.0,"Consórcio Eolo:
ELETRONORTE - Centrais Elétricas do Norte do Brasil S.A. (24,5%)
Furnas Centrais Elétricas S.A. (24,5%)
Bioenergy Geradora de Energia Ltda (10%)
Eolo Energy S.A. (31%)
J. Malucelli Construtora De Obras S.A. (10%)",4970967.0781893
EOL ,EOL Rio Verde,Reserva,Leilão 3/2009,30.0,16.61,16,144.94,Caetité/BA,Vento,PIE,120585050.0,Renova Energia S.A.,4019501.6666666665
EOL ,EOL Sangradouro 2,Reserva,Leilão 3/2009,26.0,9.98,9,149.99,Osório/RS,Vento,PIE,144927110.0,"Consórcio Elecnor Enerfin:
Enerfin do Brasil Sociedade de Energia Ltda. (64%)
Elecnor S.A. (36%)",5574119.615384615
EOL ,EOL Sangradouro 3,Reserva,Leilão 3/2009,24.0,9.22,9,149.99,Osório/RS,Vento,PIE,133778420.0,"Consórcio Elecnor Enerfin:
Enerfin do Brasil Sociedade de Energia Ltda. (64%)
Elecnor S.A. (36%)",5574100.833333333
EOL ,EOL Santa Clara I,Reserva,Leilão 3/2009,28.8,13.71,13,150.0,Parazinho /RN,Vento,PIE,158499000.0,Santa Clara I Energias Renováveis Ltda.,5503437.5
EOL ,EOL Santa Clara II,Reserva,Leilão 3/2009,28.8,12.76,12,150.0,Parazinho /RN,Vento,PIE,158499000.0,Santa Clara II Energias Renováveis Ltda.,5503437.5
EOL ,EOL Santa Clara III,Reserva,Leilão 3/2009,28.8,12.51,12,150.0,Parazinho /RN,Vento,PIE,158499000.0,Santa Clara III Energias Renováveis Ltda.,5503437.5
EOL ,EOL Santa Clara IV,Reserva,Leilão 3/2009,28.8,12.31,12,150.0,Parazinho /RN,Vento,PIE,158499000.0,Santa Clara IV Energias Renováveis Ltda.,5503437.5
EOL ,EOL Santa Clara V,Reserva,Leilão 3/2009,28.8,12.41,12,150.0,Parazinho /RN,Vento,PIE,158499000.0,Santa Clara V Energias Renováveis Ltda.,5503437.5
EOL ,EOL Santa Clara VI,Reserva,Leilão 3/2009,28.8,12.29,12,150.0,Parazinho /RN,Vento,PIE,158499000.0,Santa Clara VI Energias Renováveis Ltda.,5503437.5
EOL ,EOL Seabra,Reserva,Leilão 3/2009,30.0,11.33,11,139.99,Brotas de Macaúbas /BA,Vento,PIE,150785000.0,Desenvix AS,5026166.666666667
EOL ,EOL Serra do Salto,Reserva,Leilão 3/2009,15.0,7.46,7,144.94,Guanambi /BA,Vento,PIE,60293050.0,Renova Energia S.A.,4019536.6666666665
EOL ,EOL Taiba Aguia,Reserva,Leilão 3/2009,23.1,10.69,10,149.9,São Gonçalo do Amarante /CE,Vento,PIE,126218050.0,"Consórcio Energio Taiba Aguia:
Energio Nordeste Energias Renováveis S.A. (99%)
Central Eólica Taíba Águia Ltda. (1%)",5463984.848484848
EOL ,EOL Taiba Andorinha,Reserva,Leilão 3/2009,14.7,6.58,6,149.9,São Gonçalo do Amarante /CE,Vento,PIE,80322050.0,"Consórcio Energio Taiba Andorinha:
Energio Nordeste Energias Renováveis S.A. (99%)
Central Eólica Taíba Andorinha Ltda. (1%)",5464085.034013606
EOL ,EOL Usina de Mangue Seco 1,Reserva,Leilão 3/2009,25.2,12.37,12,149.99,Guamaré /RN,Vento,PIE,138457000.0,"Consórcio Mangue Seco 1:
Petrobras Petróleo Brasileiro S.A. (49%)
Alubar Energia S.A. (51%)",5494325.396825397
EOL ,EOL Usina de Mangue Seco 2,Reserva,Leilão 3/2009,25.2,12.08,12,149.99,Guamaré /RN,Vento,PIE,138457000.0,"Consórcio Mangue Seco 2:
Petrobras Petróleo Brasileiro S.A. (51%)
Eletrobras Centrais Elétricas Brasileiras S.A. (49%)",5494325.396825397
EOL ,EOL Usina de Mangue Seco 3,Reserva,Leilão 3/2009,25.2,12.73,12,149.99,Guamaré /RN,Vento,PIE,138457000.0,"Consórcio Mangue Seco 3:
Petrobras Petróleo Brasileiro S.A. (49%)
Wobben Windpower Ind. e Com. Ltda. (51%)",5494325.396825397
EOL ,EOL Usina de Mangue Seco 5,Reserva,Leilão 3/2009,25.2,13.11,13,149.99,Guamaré /RN,Vento,PIE,138457000.0,"Consórcio Mangue Seco 5:
Petrobras Petróleo Brasileiro S.A. (49%)
Wobben Windpower Ind. e Com. Ltda. (51%)",5494325.396825397
EOL ,EOL Vento do Oeste,Reserva,Leilão 3/2009,19.5,7.81,7,152.18,Acaraú /CE,Vento,PIE,108046630.0,"Consórcio Vento do Oeste:
Energimp S.A. (90%)
Central Eólica Vento do Oeste S.A. (10%)",5540852.820512821
UTE,UTE Santana do Araguaia I (Produto:Barreira do Campo),Sistema Isolado,Leilão 2/2010,34.0,26.0,"0,119",149.0,Santa do Araguaia/PA,Cavaco/Resíduo de Madeira,PIE,121745000.0,Gaia Energia e Participações S.A.,3580735.294117647
UTE,UTE Brasil Bio Fuels S.A,Sistema Isolado,Leilão 2/2010,98.0,82.0,"3,484",149.0,São João da Balisa/RR,Cavaco/Resíduo de Madeira,PIE,58312000.0,Brasil Bio Fuels S.A.,595020.4081632653
UHE,UHE Ferreira Gomes,A-5,Leilão 3/2010,252.0,150.2,105,69.78,AP,Água,PIE,810713000.0, Alupar Investimentos S.A,3217115.0793650793
UHE,UHE Colider,A-5,Leilão 3/2010,300.0,179.6,125,103.4,Nova Canaã do Norte/MT,Água,PIE,1266264270.0,Copel Geração e Transmissão S.A.,4220880.9
UHE,UHE Garibaldi,A-5,Leilão 3/2010,177.9,83.1,58,107.98,Abdon Batista/SC,Água,PIE,719327320.0,Triunfo Participações e Investimentos S.A.,4043436.312535132
PCH,PCH Santa Cruz de Monte Negro,A-5,Leilão 3/2010,17.0,7.73,7,153.73,Monte Negro/RO,Água,PIE,97814050.0, Mega Energia Investimentos e Participações S.A.,5753767.647058823
PCH,PCH Canaã,A-5,Leilão 3/2010,17.0,7.76,7,153.98,Ariquemes/RO,Água,PIE,98801400.0, Mega Energia Investimentos e Participações S.A.,5811847.05882353
PCH,PCH Jamari,A-5,Leilão 3/2010,20.0,9.1,9,154.23,Ariquemes/RO,Água,PIE,100539160.0, Mega Energia Investimentos e Participações S.A.,5026958.0
PCH,PCH Pirapora,A-5,Leilão 3/2010,25.0,17.17,16,154.49,Pirapora do Bom Jesus e Santana do Parnaíba/SP,Água,PIE,118998700.0,Empresa Metropolitana de águas e Energia S.A,4759948.0
EOL ,EOL Cabeço Preto IV,Reserva,Leilão 5/2010,19.8,8.4,"8,4",124.45,João Câmara/RN,Vento,PIE,95477480.0,"Consórcio Gestamp Eólica:
Corporación Gestamp SL (99,9999%)
Gestamp Eólica Brasil S.A. (0,0001%)",4822094.94949495
EOL ,EOL Campo dos Ventos II,Reserva,Leilão 5/2010,30.0,15.0,14,126.19,João Câmara/RN,Vento,PIE,130014000.0,Campo dos Ventos II Energias Renováveis S.A.,4333800.0
EOL ,EOL Cristal,Reserva,Leilão 5/2010,30.0,15.7,15,120.93,BA,Vento,PIE,167340000.0,"Consórcio EBP-Cristal:
ENEL Brasil Participações Ltda. (99%)
Parque Eólico Cristal Ltda. ME (1%)",5578000.0
EOL ,EOL da Prata,Reserva,Leilão 5/2010,19.5,10.1,"10,1",121.25,Igaporã/BA,Vento,PIE,75075050.0,Renova Energia S.A.,3850002.564102564
EOL ,EOL Dos Araçás,Reserva,Leilão 5/2010,30.0,15.5,"13,9",121.25,Pindaí/BA,Vento,PIE,115831010.0,Renova Energia S.A.,3861033.6666666665
EOL ,EOL Eurus I,Reserva,Leilão 5/2010,30.0,15.5,"14,5",124.24,João Câmara/RN,Vento,PIE,111000000.0,"Consórcio Desa Eurus I:
Dobreve Energia S.A. (95%)
Dobreve Empreendimentos e Participações Ltda. (4%)
Eurus I Energias Renováveis S.A. (1%)",3700000.0
EOL ,EOL Eurus II,Reserva,Leilão 5/2010,30.0,15.2,"15,2",121.83,João Câmara/RN,Vento,PIE,112003500.0,"Consórcio Desa Eurus II:
Dobreve Energia S.A. (95%)
Dobreve Empreendimentos e Participações Ltda. (4%)
Eurus II Energias Renováveis S.A. (1%)",3733450.0
EOL ,EOL Eurus III,Reserva,Leilão 5/2010,30.0,16.1,15,124.23,João Câmara/RN,Vento,PIE,111000000.0,"Consórcio Desa Eurus III:
Dobreve Energia S.A. (95%)
Dobreve Empreendimentos e Participações Ltda. (4%)
Eurus III Energias Renováveis S.A. (1%)",3700000.0
EOL ,EOL Fazenda Rosário 2,Reserva,Leilão 5/2010,20.0,8.0,"7,9",125.65,Palmares do Sul/RS,Vento,PIE,101830260.0,"Consórcio Elecnor - Enerfin LER 05
Enerfin do Brasil Sociedade de Energia Ltda. (64%)
Elecnor S.A. (36%)",5091513.0
EOL ,EOL Morrão,Reserva,Leilão 5/2010,30.0,16.1,"14,7",121.25,Guanambi/BA,Vento,PIE,115501050.0,Renova Energia S.A.,3850035.0
EOL ,EOL Pedra do Reino III,Reserva,Leilão 5/2010,18.0,6.8,"6,8",123.98,Sobradinho/BA,Vento,PIE,69320000.0,"Consórcio Pedra do Reino
Gestamp Eolica Promociones S.L. (99,9999%)
Eolica Energia Ltda. (0,0001%)",3851111.111111111
EOL ,EOL Primavera,Reserva,Leilão 5/2010,30.0,16.4,"15,8",120.92,BA,Vento,PIE,165060000.0,"Consórcio EBP-Cristal:
ENEL Brasil Participações Ltda. (99%)
Parque Eólico Cristal Ltda. ME (1%)",5502000.0
EOL ,EOL Renascença V,Reserva,Leilão 5/2010,30.0,15.0,15,121.83,Parazinho/RN,Vento,PIE,111913500.0,Renascença V Energias Renováveis Ltda.,3730450.0
EOL ,EOL São Judas,Reserva,Leilão 5/2010,30.0,15.6,"15,2",120.94,BA,Vento,PIE,172560000.0,"Consórcio EBP-Cristal:
ENEL Brasil Participações Ltda. (99%)
Parque Eólico Cristal Ltda. ME (1%)",5752000.0
EOL ,EOL Seraima,Reserva,Leilão 5/2010,30.0,17.5,"15,3",121.25,Caetité/BA,Vento,PIE,115501050.0,Renova Energia S.A.,3850035.0
